loan_id,borrower_id,borrower_name,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-1748,BW-1248,Elizabeth Hernandez,CONVENTIONAL,2023-06-09,2053-06-09,594000,583677,4.97,360,TX,PURCHASE,B,6 years,$100k-$150k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1749,BW-1249,Donald Torres,USDA,2023-06-14,2053-06-14,315000,309101,4.55,360,OH,PURCHASE,A,6 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1750,BW-1250,Donald Anderson,VA,2021-11-08,2051-11-08,299000,291353,7.81,360,FL,PURCHASE,D,5 years,$100k-$150k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1751,BW-1251,William Harris,VA,2022-08-17,2052-08-17,379000,368907,5.72,360,VA,PURCHASE,D,9 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1752,BW-1252,Daniel Lopez,JUMBO,2023-08-12,2053-08-12,617000,611357,7.54,360,TN,PURCHASE,C,7 years,$150k+,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1753,BW-1253,Charles Garcia,CONVENTIONAL,2022-12-21,2052-12-21,169000,165648,6.28,360,MA,PURCHASE,B,7 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1754,BW-1254,James Ramirez,USDA,2021-03-08,2051-03-08,454000,432471,5.72,360,MI,PURCHASE,C,11 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1755,BW-1255,Betty Perez,USDA,2022-04-14,2052-04-14,281000,273806,6.84,360,AZ,PURCHASE,D,11 years,$50k-$75k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1756,BW-1256,Karen King,USDA,2023-04-11,2053-04-11,593000,582635,5.7,360,MN,PURCHASE,D,12 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1757,BW-1257,Jessica Gonzalez,USDA,2021-12-26,2051-12-26,498000,481355,6.17,360,VA,PURCHASE,D,5 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1758,BW-1258,Jessica Rodriguez,USDA,2021-08-01,2051-08-01,257000,249811,7.85,360,AL,PURCHASE,D,7 years,$100k-$150k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1759,BW-1259,Thomas Rodriguez,JUMBO,2021-02-26,2051-02-26,342000,324199,5.33,360,WA,PURCHASE,B,4 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1760,BW-1260,Nancy Allen,VA,2022-01-21,2052-01-21,355000,344661,6.74,360,PA,PURCHASE,C,2 years,$100k-$150k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1761,BW-1261,Michael Taylor,CONVENTIONAL,2023-05-24,2053-05-24,542000,535123,7.05,360,CO,PURCHASE,B,6 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1762,BW-1262,Emily Walker,JUMBO,2022-09-20,2052-09-20,284000,275752,4.98,360,NC,PURCHASE,A,10 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1763,BW-1263,Betty Walker,VA,2021-07-23,2051-07-23,338000,322572,5.29,360,MD,PURCHASE,D,4 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1764,BW-1264,Matthew Lewis,JUMBO,2023-07-08,2053-07-08,407000,401887,6.32,360,SC,PURCHASE,D,11 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1765,BW-1265,James Hernandez,CONVENTIONAL,2022-04-18,2052-04-18,332000,324051,7.2,360,MD,PURCHASE,D,10 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1766,BW-1266,Robert Thomas,VA,2021-07-08,2051-07-08,336000,319583,4.89,360,KY,PURCHASE,A,6 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1767,BW-1267,Robert Lee,JUMBO,2022-02-22,2052-02-22,586000,566898,5.92,360,NV,PURCHASE,A,6 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1768,BW-1268,Linda Flores,USDA,2021-12-09,2051-12-09,546000,529598,6.76,360,IL,PURCHASE,C,7 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1769,BW-1269,Michael King,VA,2022-10-13,2052-10-13,491000,480563,6.45,360,CO,PURCHASE,C,5 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1770,BW-1270,Linda Hernandez,VA,2021-11-15,2051-11-15,291000,283445,7.73,360,NV,PURCHASE,D,4 years,$150k+,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1771,BW-1271,Elizabeth Torres,VA,2022-01-11,2052-01-11,586000,569760,7.01,360,NV,PURCHASE,B,6 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1772,BW-1272,Joseph Perez,CONVENTIONAL,2021-06-20,2051-06-20,309000,296207,6.02,360,TN,PURCHASE,C,12 years,$150k+,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1773,BW-1273,Christopher White,USDA,2023-07-25,2053-07-25,351000,344897,4.54,360,NV,PURCHASE,D,8 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1774,BW-1274,Matthew Jones,CONVENTIONAL,2022-01-17,2052-01-17,379000,366761,6.17,360,FL,PURCHASE,A,9 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1775,BW-1275,Thomas Jones,CONVENTIONAL,2023-06-17,2053-06-17,533000,524932,5.73,360,MA,PURCHASE,C,9 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1776,BW-1276,Charles Lewis,USDA,2022-12-14,2052-12-14,591000,574951,4.53,360,WA,PURCHASE,C,9 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1777,BW-1277,Jessica Williams,JUMBO,2022-12-02,2052-12-02,180000,177196,7.56,360,WI,PURCHASE,D,6 years,$150k+,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1778,BW-1278,Jennifer Torres,CONVENTIONAL,2023-05-24,2053-05-24,244000,240832,6.93,360,NV,PURCHASE,B,3 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1779,BW-1279,Donald Davis,VA,2022-05-11,2052-05-11,481000,470477,7.47,360,OK,PURCHASE,B,9 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1780,BW-1280,Robert Brown,JUMBO,2022-08-07,2052-08-07,591000,578442,6.95,360,UT,PURCHASE,B,7 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1781,BW-1281,Elizabeth Hill,VA,2022-04-15,2052-04-15,483000,464764,4.66,360,MI,PURCHASE,B,2 years,$75k-$100k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1782,BW-1282,Joseph Scott,FHA,2023-03-07,2053-03-07,392000,385801,6.58,360,UT,PURCHASE,A,12 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1783,BW-1283,Daniel Clark,FHA,2023-07-19,2053-07-19,471000,464432,5.76,360,SC,PURCHASE,B,6 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1784,BW-1284,Joseph Anderson,CONVENTIONAL,2021-11-09,2051-11-09,400000,389077,7.46,360,MN,PURCHASE,B,7 years,$75k-$100k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1785,BW-1285,Sarah Martin,CONVENTIONAL,2021-04-01,2051-04-01,273000,261248,6.12,360,AL,PURCHASE,D,4 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1786,BW-1286,Kimberly Davis,JUMBO,2022-10-25,2052-10-25,521000,506760,5.06,360,CA,PURCHASE,A,8 years,$100k-$150k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1787,BW-1287,Elizabeth Harris,VA,2023-03-05,2053-03-05,620000,610997,7.03,360,NY,PURCHASE,C,6 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1788,BW-1288,Joseph Lee,VA,2021-06-23,2051-06-23,396000,380423,6.31,360,WA,PURCHASE,A,4 years,$75k-$100k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1789,BW-1289,Margaret Brown,USDA,2023-01-04,2053-01-04,443000,434487,6.16,360,MN,PURCHASE,A,6 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1790,BW-1290,James Scott,JUMBO,2022-06-25,2052-06-25,519000,505525,6.33,360,CO,PURCHASE,B,5 years,$100k-$150k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1791,BW-1291,Lisa Clark,JUMBO,2021-12-11,2051-12-11,596000,579519,7.21,360,MD,PURCHASE,B,2 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1792,BW-1292,Emily Anderson,USDA,2023-11-10,2053-11-10,591000,585748,6.15,360,NC,PURCHASE,A,9 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1793,BW-1293,Donna Clark,FHA,2021-05-27,2051-05-27,216000,205016,4.99,360,TN,PURCHASE,C,12 years,$100k-$150k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1794,BW-1294,Richard Allen,FHA,2023-10-27,2053-10-27,555000,548718,5.43,360,OK,PURCHASE,C,4 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1795,BW-1295,Daniel Thompson,USDA,2021-09-09,2051-09-09,437000,416646,4.82,360,MA,PURCHASE,B,8 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1796,BW-1296,Andrew Thomas,CONVENTIONAL,2021-07-23,2051-07-23,421000,400534,4.92,360,MN,PURCHASE,D,12 years,$50k-$75k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1797,BW-1297,Sarah Gonzalez,FHA,2022-07-05,2052-07-05,580000,566360,6.64,360,NJ,PURCHASE,D,5 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1798,BW-1298,Ashley Torres,USDA,2022-01-06,2052-01-06,646000,630230,7.69,360,CA,PURCHASE,C,2 years,$50k-$75k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1799,BW-1299,Christopher Harris,CONVENTIONAL,2022-03-05,2052-03-05,404000,394834,7.69,360,NV,PURCHASE,B,7 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1800,BW-1300,Thomas Robinson,JUMBO,2023-10-20,2053-10-20,548000,542767,6.34,360,NJ,PURCHASE,B,9 years,$50k-$75k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1801,BW-1301,Donald Perez,JUMBO,2021-09-15,2051-09-15,583000,562271,6.37,360,LA,PURCHASE,B,2 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1802,BW-1302,Barbara Nguyen,CONVENTIONAL,2022-11-20,2052-11-20,435000,426016,6.34,360,LA,PURCHASE,D,12 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1803,BW-1303,Mark Hernandez,JUMBO,2022-11-03,2052-11-03,565000,549138,4.63,360,IN,PURCHASE,B,6 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1804,BW-1304,Emily Martinez,FHA,2021-06-16,2051-06-16,493000,475833,6.99,360,AL,PURCHASE,C,6 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1805,BW-1305,Joshua Jones,JUMBO,2023-01-06,2053-01-06,194000,189134,4.68,360,NC,PURCHASE,C,8 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1806,BW-1306,Sarah Rodriguez,FHA,2022-01-28,2052-01-28,157000,151857,6.09,360,NY,PURCHASE,C,4 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1807,BW-1307,Lisa Hill,CONVENTIONAL,2022-04-17,2052-04-17,233000,225264,5.4,360,WI,PURCHASE,C,7 years,$75k-$100k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1808,BW-1308,Susan Scott,VA,2023-12-25,2053-12-25,387000,383314,5.13,360,IL,PURCHASE,D,8 years,$50k-$75k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1809,BW-1309,Donald Martinez,VA,2021-06-07,2051-06-07,644000,616723,5.89,360,TN,PURCHASE,D,8 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1810,BW-1310,William Moore,FHA,2023-07-23,2053-07-23,579000,572695,7.07,360,MA,PURCHASE,A,10 years,$150k+,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1811,BW-1311,Ashley Jones,FHA,2022-12-28,2052-12-28,185000,181351,6.31,360,UT,PURCHASE,A,4 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1812,BW-1312,John Smith,JUMBO,2021-11-08,2051-11-08,245000,236624,6.23,360,AZ,PURCHASE,C,3 years,$100k-$150k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1813,BW-1313,Elizabeth Harris,USDA,2022-07-10,2052-07-10,300000,293705,7.25,360,NY,PURCHASE,B,10 years,$100k-$150k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1814,BW-1314,William Davis,USDA,2021-05-01,2051-05-01,513000,489450,5.59,360,VA,PURCHASE,B,6 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1815,BW-1315,Joseph Wright,USDA,2022-07-22,2052-07-22,180000,176158,7.16,360,AL,PURCHASE,C,8 years,$100k-$150k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1816,BW-1316,Daniel Martinez,FHA,2022-10-16,2052-10-16,159000,155538,6.32,360,CA,PURCHASE,A,10 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1817,BW-1317,Andrew Williams,VA,2021-10-14,2051-10-14,313000,300513,5.54,360,NC,PURCHASE,A,4 years,$100k-$150k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1818,BW-1318,Jennifer Thomas,FHA,2022-12-22,2052-12-22,174000,171029,7.08,360,FL,PURCHASE,D,12 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1819,BW-1319,Michelle Williams,CONVENTIONAL,2021-02-12,2051-02-12,628000,596460,5.54,360,WI,PURCHASE,C,9 years,$50k-$75k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1820,BW-1320,Daniel Anderson,USDA,2022-08-13,2052-08-13,176000,170330,4.64,360,MO,PURCHASE,D,3 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1821,BW-1321,Sandra Walker,JUMBO,2022-12-18,2052-12-18,499000,489302,6.39,360,LA,PURCHASE,D,6 years,$150k+,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1822,BW-1322,Jessica Scott,USDA,2023-12-24,2053-12-24,597000,592910,6.88,360,NJ,PURCHASE,D,12 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1823,BW-1323,Donna Allen,VA,2022-02-19,2052-02-19,453000,435585,4.98,360,WI,PURCHASE,C,4 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1824,BW-1324,Kimberly Harris,FHA,2021-04-26,2051-04-26,384000,366882,5.92,360,TN,PURCHASE,C,6 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1825,BW-1325,Thomas Martin,FHA,2022-06-19,2052-06-19,272000,263292,5.16,360,TX,PURCHASE,A,12 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1826,BW-1326,Steven Sanchez,USDA,2021-09-28,2051-09-28,165000,157859,5.25,360,CO,PURCHASE,A,12 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1827,BW-1327,Betty Robinson,VA,2022-06-28,2052-06-28,487000,471134,5.06,360,NJ,PURCHASE,A,12 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1828,BW-1328,Michael Moore,FHA,2021-02-02,2051-02-02,621000,595659,6.73,360,TN,PURCHASE,D,9 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1829,BW-1329,Kimberly Martinez,USDA,2023-01-28,2053-01-28,182000,177859,5.23,360,NV,PURCHASE,B,11 years,$150k+,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1830,BW-1330,Richard Lopez,FHA,2023-07-25,2053-07-25,602000,592253,4.94,360,OR,PURCHASE,A,9 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1831,BW-1331,Thomas Thompson,JUMBO,2023-11-28,2053-11-28,527000,522855,6.79,360,KY,PURCHASE,C,11 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1832,BW-1332,Linda Gonzalez,VA,2022-07-28,2052-07-28,616000,599205,5.83,360,NV,PURCHASE,D,6 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1833,BW-1333,Thomas Taylor,FHA,2021-12-22,2051-12-22,596000,580002,7.37,360,WI,PURCHASE,C,7 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1834,BW-1334,Robert Martin,CONVENTIONAL,2023-08-16,2053-08-16,507000,502435,7.62,360,OK,PURCHASE,B,12 years,$100k-$150k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1835,BW-1335,Michelle Thompson,FHA,2021-05-07,2051-05-07,243000,235477,7.79,360,MN,PURCHASE,A,7 years,$75k-$100k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1836,BW-1336,Lisa Jones,CONVENTIONAL,2021-04-20,2051-04-20,563000,540053,6.43,360,WI,PURCHASE,D,9 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1837,BW-1337,Patricia Scott,FHA,2023-08-10,2053-08-10,340000,334707,4.7,360,TN,PURCHASE,D,3 years,$75k-$100k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1838,BW-1338,Andrew Williams,CONVENTIONAL,2021-10-13,2051-10-13,243000,231612,4.6,360,CA,PURCHASE,A,11 years,$50k-$75k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1839,BW-1339,Ashley Lopez,VA,2023-08-12,2053-08-12,481000,475725,6.6,360,TN,PURCHASE,B,6 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1840,BW-1340,Sandra Torres,VA,2022-11-28,2052-11-28,450000,440340,6.13,360,MD,PURCHASE,B,11 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1841,BW-1341,Steven Gonzalez,VA,2021-07-19,2051-07-19,539000,515023,5.44,360,MA,PURCHASE,A,5 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1842,BW-1342,Donald Martin,VA,2021-06-07,2051-06-07,519000,502354,7.44,360,LA,PURCHASE,D,9 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1843,BW-1343,Andrew Hernandez,VA,2021-12-09,2051-12-09,387000,374158,6.21,360,TN,PURCHASE,D,4 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1844,BW-1344,John Thompson,FHA,2023-11-08,2053-11-08,644000,637945,5.85,360,TX,PURCHASE,D,2 years,$75k-$100k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1845,BW-1345,Mary Ramirez,USDA,2022-01-24,2052-01-24,172000,167864,7.77,360,CT,PURCHASE,C,7 years,$100k-$150k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1846,BW-1346,Joseph Jones,VA,2021-03-11,2051-03-11,368000,355212,7.47,360,TX,PURCHASE,B,8 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1847,BW-1347,Michelle Jones,USDA,2023-12-10,2053-12-10,344000,341662,6.92,360,MI,PURCHASE,A,7 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1848,BW-1348,Joseph Jackson,CONVENTIONAL,2021-06-05,2051-06-05,610000,591109,7.63,360,CA,PURCHASE,A,8 years,$100k-$150k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1849,BW-1349,Linda Nguyen,CONVENTIONAL,2021-09-10,2051-09-10,384000,365871,4.74,360,NV,PURCHASE,C,11 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1850,BW-1350,Nancy Martinez,USDA,2022-05-24,2052-05-24,417000,405540,6.24,360,GA,PURCHASE,A,2 years,$100k-$150k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1851,BW-1351,Mark Martin,FHA,2021-07-22,2051-07-22,644000,621469,6.8,360,UT,PURCHASE,C,3 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1852,BW-1352,James Harris,FHA,2021-11-06,2051-11-06,572000,550478,5.69,360,MA,PURCHASE,A,6 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1853,BW-1353,Andrew King,JUMBO,2022-12-09,2052-12-09,251000,246665,7.02,360,LA,PURCHASE,A,6 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1854,BW-1354,Paul Ramirez,USDA,2022-02-02,2052-02-02,192000,187163,7.33,360,LA,PURCHASE,B,3 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1855,BW-1355,Thomas Hernandez,CONVENTIONAL,2021-05-18,2051-05-18,455000,435343,5.94,360,MA,PURCHASE,B,7 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1856,BW-1356,Ashley Smith,JUMBO,2021-08-11,2051-08-11,497000,478578,6.31,360,CO,PURCHASE,D,4 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
